"site","service","id","is_active","type","desc","category","security_app","info0","info1","attr0","attr1","attr2","attr3","attr4","attr5","attr6","attr7","attr8","attr9","attr10","attr11","attr12","attr13","attr14","attr15","attr16","attr17","attr18","attr19","attr20","attr21","attr22","attr23","attr24","attr25","attr26","attr27","attr28","attr29","attr30","attr31","attr32","attr33","attr34","attr35","attr36","attr37","attr38","attr39","comment","table0","table1","table2","table3","table4","table5","table6","table7","table8","table9","table10","table11","table12","table13","table14","table15","table16","table17","table18","table19","table20","table21","table22","table23","table24","table25","table26","table27","table28","table29","table30","table31","table32","table33","table34","table35","table36","table37","table38","table39","table40","table41","table42","table43","table44","table45","table46","table47","table48","table49","table50","table51","table52","table53","table54","table55","table56","table57","table58","table59","yes_no0","yes_no1","yes_no2","yes_no3","yes_no4","yes_no5","yes_no6","yes_no7","yes_no8","yes_no9","yes_no10","yes_no11","yes_no12","yes_no13","yes_no14","yes_no15","yes_no16","yes_no17","yes_no18","yes_no19"
TEXAS,UIS,UNIV9_2924HWC,Y,TOWSCADA,Univ 9 2924,DDSFAC,,46081066,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,GasMeter;Pressure,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,WH,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_2924H_GL,Y,GLMTR,Univ 9 2924H Gas Lift Meter,DDSFAC,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,InjGasMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,GL (84),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_2924_PL,Y,TOWSCADA,Univ 9 2924 PL,DDSFAC,,,Poll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,,,,,,,,,,,,15INBLSL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_AIR,Y,TOWSCADA,Univ 9 Sec 29 Air Comp,DDSFAC,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,AirComp,,,,,,,,,,,,,TX,TEXON,TEXON N,,71604,UNMETERED,AIRCMP,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_CK,Y,REMDEV,Univ 9 Sec 29 Check Dev,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_CK1,Y,TOWSCADA,Univ 9 Sec 29 Check Meter,DDSFAC,,46081060,Poll,71604,,UNIV9_FAC2,,,,,46081060,,,,,,,,,,,,,,,,,,,,,GasMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,CK,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OIL1,Y,TOWSCADA,Univ 9 Sec 29 Test1 Oil Coriolis,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OIL2,Y,TOWSCADA,Univ 9 Sec 29 Test2 Oil Coriolis,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OIL3,Y,TOWSCADA,Univ 9 Sec 29 Test3 Oil Coriolis,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OIL4,Y,TOWSCADA,Univ 9 Sec 29 Test4 Oil Coriolis,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OIL5,Y,TOWSCADA,Univ 9 Sec 29 Test5 Oil Coriolis,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OIL6,Y,TOWSCADA,Univ 9 Sec 29 Test6 Oil Coriolis,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OT1,Y,TOWSCADA,Univ 9 Sec 29 Oil Tank 1,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilTank1,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OT2,Y,TOWSCADA,Univ 9 Sec 29 Oil Tank 2,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilTank2,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OT3,Y,TOWSCADA,Univ 9 Sec 29 Oil Tank 3,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilTank3,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OT4,Y,TOWSCADA,Univ 9 Sec 29 Oil Tank 4,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilTank4,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OT5,Y,TOWSCADA,Univ 9 Sec 29 Oil Tank 5,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilTank5,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_OT6,Y,TOWSCADA,Univ 9 Sec 29 Oil Tank 6,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,OilTank6,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_TST1_WTR,Y,TOWSCADA,Univ 9 29 Test 1 Water  Meter,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,WaterMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_TST4_WTR,Y,TOWSCADA,Univ 9 29 Test 4 Water  Meter,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,WaterMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_TST5_WTR,Y,TOWSCADA,Univ 9 29 Test 5 Water  Meter,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,WaterMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_VRU1,Y,TOWSCADA,Univ 9 Sec 29 Main Meter,DDSFAC,,46085004,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,VRU,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_VRU1_RD,Y,REMDEV,Univ 9 Sec 29 VRUs,REMDEV,,,,,,UNIV9_29_VRU1_RD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,TEXON,TEXON S,VRU,,,VRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_VRU2,Y,TOWSCADA,Univ 9 Sec 29 VRU 1,DDSFAC,,,Poll,,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,TX,TEXON,TEXON S,VRU,71604,METER,VRU,GAS,,,,,,,,,,,,,,,,,,GRDEMVRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_VRU3,Y,TOWSCADA,Univ 9 Sec 29 VRU 2,DDSFAC,,,Poll,,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,TX,TEXON,TEXON S,VRU,71604,METER,VRU,GAS,,,,,,,,,,,,,,,,,,GRDEMVRU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_VRU4,Y,TOWSCADA,Univ 9 Sec 29 VRU 3,DDSFAC,,,Poll,,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,TX,TEXON,TEXON S,VRU,71604,METER,VRU,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_WT1,Y,TOWSCADA,Univ 9 Sec 29 Water Tank 1,DDSFAC,,,Poll,71640,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,WaterTank1,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_WT2,Y,TOWSCADA,Univ 9 Sec 29 Water Tank 2,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,WaterTank2,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_WT3,Y,TOWSCADA,Univ 9 Sec 29 Water Tank 3,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,WaterTank3,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_WT4,Y,TOWSCADA,Univ 9 Sec 29 Water Tank 4,DDSFAC,,,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,WaterTank4,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,TANK,,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_WX1,Y,TOWSCADA,Univ 9 Sec 29 Wtr Transfer 1,DDSFAC,,,POLL,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,WaterTransfer,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,WTRX,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_WX2,Y,TOWSCADA,University 9 East Wtr Transfer 2,GENFAC,,,POLL,71604,,UNIV9E_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9E_FAC1,WaterTransfer,,,,,,,,,,,,,TX,TEXON,TEXON S,,71601,METER,WTRX,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_29_WX3,Y,TOWSCADA,University 9 East Wtr Transfer 3,GENFAC,,,POLL,71604,,UNIV9E_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9E_FAC1,WaterTransfer,,,,,,,,,,,,,TX,TEXON,TEXON S,,71601,METER,WTRX,WTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_CK,Y,REMDEV,Univ 9 Sec 28 Check Dev,REMDEV,,46081005,,71433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,TEXON,TEXON S,DEV,71433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_CK1,Y,TOWSCADA,Univ 9 Sec 28 West Check Meter,DDSFAC,,46081005,Poll,71433,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,,GasMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71433,METER,CK,GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC1,Y,REMDEV,Univ 9 Sec 28 West Facility,REMDEV,,46082001,,71433,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,TEXON,TEXON S,FAC,71433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC1_FL1,Y,REMDEV,Univ 9 Sec 28 Flare Device,REMDEV,,46087001,,71433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,TEXON,TEXON S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC1_FLR1,Y,TOWSCADA,Univ 9 Sec 28 West Flare Meter,DDSFAC,,46087001,Poll,71433,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC1,FlareMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71433,METER,FL (87),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC2,Y,REMDEV,Univ 9 Sec 29 Facility,REMDEV,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEXON,TEXON S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC2_FL1,Y,REMDEV,Univ 9 Sec 29 Flare Device,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC2_FLR1,Y,TOWSCADA,Univ 9 Sec 29 Flare Meter,DDSFAC,,46087007,Poll,71604,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,FlareMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,FL (87),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC2_FLR2,Y,TOWSCADA,Univ 9 Sec 29 HP 1 Flare,DDSFAC,,46087007,Poll,,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,FL (87),GAS,,,,,,,,,,,,,,,,,,GRDEMFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC2_FLR3,Y,TOWSCADA,Univ 9 Sec 29 HP 2 Flare,DDSFAC,,46087007,Poll,,,UNIV9_FAC2,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC2,,,,,,,,,,,,,,TX,TEXON,TEXON S,,71604,METER,FL (87),GAS,,,,,,,,,,,,,,,,,,GRDEMFL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC3,Y,REMDEV,Univ 9 Sec 27 Facility,REMDEV,,,,,,UNIV9_FAC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TEXON,TEXON S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC3_FL1,Y,REMDEV,Univ 9 Sec 27 Flare Device,REMDEV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_FAC3_FLR1,Y,TOWSCADA,Univ 9 Sec 27 Flare Meter,DDSFAC,,46087008,Poll,71605,,UNIV9_FAC3,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC3,FlareMeter,,,,,,,,,,,,,TX,TEXON,TEXON S,,71605,METER,FL (87),GAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_OT1,Y,TOWSCADA,Univ 9 Sec 28 Oil Tank 1,DDSFAC,,,Poll,71433,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC1,OilTank1,,,,,,,,,,,,,TX,TEXON,TEXON S,,71433,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_OT2,Y,TOWSCADA,Univ 9 Sec 28 Oil Tank 2,DDSFAC,,,Poll,71433,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC1,OilTank2,,,,,,,,,,,,,TX,TEXON,TEXON S,,71433,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_OT3,Y,TOWSCADA,Univ 9 Sec 28 Oil Tank 3,DDSFAC,,,Poll,71433,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC1,OilTank3,,,,,,,,,,,,,TX,TEXON,TEXON S,,71433,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_OT4,Y,TOWSCADA,Univ 9 Sec 28 Oil Tank 4,DDSFAC,,,Poll,71433,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,UNIV9_FAC1,OilTank4,,,,,,,,,,,,,TX,TEXON,TEXON S,,71433,TANK,,OIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_OT5,Y,,,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_OT6,Y,,,GENFAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_SALES_1,Y,REMDEV,Univ 9 Sales Dev,REMDEV,,46083001,,71433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX,TEXON,TEXON S,DEV,71433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_SCK,Y,TOWSCADA,Univ 9 Sec 28 West Sales to WTG,DDSFAC,,46083001,Poll,71433,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,,GasMeter;Pressure,,,,,,,,,,,,,TX,TEXON,TEXON S,,71433,METER,SCK,GAS,WTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TEXAS,UIS,UNIV9_SL2803LH,N,TOWSCADA,Univ 9 SL2803LH,GENFAC,,46081003,Poll,71277,,UNIV9_FAC1,,,,,,,,,,,,,,,,,,,,,,,,,,GasMeter;Pressure,,,,,,,,,,,,,TX,TEXON,TEXON S,,71433,METER,WH,GAS,,,71277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
